No,title,abstrak,truelabel,, 
86,Pengenalan Pentingnya Cyber Security Awareness pada UMKM,"Meningkatnya transformasi digital sebagai efek dari pademi COVID-19 menuntu UMKM untuk memanfaatkan media digital menggantikan proses jual-beli secara konvensional. Selain dampak positif tranformasi digital juga berpotensi menimbulkan dampak negatif. Disisi lain kriminalitas cyber juga menjadi suatu ancaman yang serius bagi tranformasi digital. Maraknya serangan siber yang menyasar UMKM karena UMKM dinilai sebagai target yang potensial karena jarang memperhatikan keamanan dan perlindungan data informasi termasuk identitas pelanggan. Kelengahan pengguna ketika mengakses internet dapat mengakibatkan resiko-resiko dan kerugian tertentu. Beberapa kerugian tersebut di antaranya adalah menyangkut masalah privasi (kerahasiaan pribadi pengguna), masalah yang terkait dengan finansial UMKM, permasalahan etika, dan lain sebagainya. Pengenalan Cyber Security Awareness kepada pelaku UMKM sebagai langkah awal dalam mengedukasi pelaku UMKM agar memiliki kesadaran akan bahaya dalam proses transaksi secara digital melalui internet. Manfaat yang diperoleh bagi UMKM melalui melalui pelaksanaan pengabdian kepada masyarakat ini adalah mendapatkan pengetahuan tentang pentingnya kesadaraan tentang ancaman keamanan dalam dunia digital. Serta UMKM memiliki pengetahuan untuk dapat terhindar dari kemungkinan tindak kejahatan cyber.",0,,
87,Implementasi Text-Mining Untuk Analisis Sentimen Pada Twitter Dengan Algoritma Support Vector Machine,Text Mining dapat digunakan untuk menganalisis sentimen sebuah kalimat dengan cepat. Pada implementasi ini proses capture text dilakukan dengan bantuan API. Twitter digunakan sebagai objek penelitian karena Twitter menyediakan media untuk proses pengambilan data secara cepat dengan menggunakan kata kunci berupa kata atau hashtag. Bentuk implementasi yang dilakukan dalam penelitian ini adalah website. Website ini dibuat dengan framework Django dengan bahasa pemrograman Python. Untuk menghasilkan sentimen diperlukan proses data mining. Proses penambangan data ini menggunakan algoritma support vector machine dan proses ini berlangsung di backend sebuah website. Tingkat akurasi yang dihasilkan dari proses data mining ini adalah 73%. Tujuan analisis sentimen ini digunakan agar data yang telah terkumpul dapat dijadikan sebagai informasi yang bermanfaat.,0,,
88,Mengklasifikasikan bot media sosial sebagai berbahaya atau jinak menggunakan Machine Learning Supervised,"Pengguna platform jejaring sosial online (OSN), mis. Twitter, tidak selalu manusia, dan bot sosial (disebut sebagai bot) sangat lazim. Penelitian mutakhir menunjukkan bahwa bot dapat dikategorikan secara luas sebagai berbahaya atau tidak berbahaya. Dari perspektif keamanan siber, perilaku bot jahat dan jinak berbeda. Bot jahat sering dikendalikan oleh botmaster yang memantau aktivitas mereka dan dapat melakukan rekayasa sosial dan serangan pengikisan web untuk mengumpulkan informasi pengguna. Akibatnya, sangat penting untuk mengklasifikasikan bot sebagai berbahaya atau jinak berdasarkan fitur yang ditemukan di OSN. Sebagian besar sarjana berfokus pada mengidentifikasi fitur yang membantu membedakan antara manusia dan bot jahat; penelitian tentang membedakan bot jahat dan jinak tidak memadai. Dalam studi ini, kami berfokus untuk mengidentifikasi fitur bermakna yang menunjukkan perilaku anomali antara bot jinak dan bot berbahaya. Keefektifan pendekatan kami ditunjukkan dengan mengevaluasi berbagai model pembelajaran mesin semi-diawasi pada kumpulan data Twitter. Di antara mereka, mesin vektor dukungan semi-diawasi mencapai hasil terbaik dalam mengklasifikasikan bot jahat dan jinak.",0,,
89,"JENIS KEJAHATAN PADA MASA PANDEMI COVID-19 DALAM 
PERSPEKTIF CYBER SECURITY NASIONAL DI INDONESIA","Globalisasi adalah proses ketergantungan (interdependensi) antara kejadiankejadian, orang dan pemerintahan-pemerintahan di seluruh dunia, yang secara cepat 
terhubung melalui: ekonomi politik global, komunikasi yang semakin berkembang, 
transportasi dan pergadangan bebas, potensi dan jenis kejahatan transnasional pun 
bisa saja muncul dan bertransformasi, apalagi mengingat saat ini di masa pandemi 
covid-19. Metode penelitian ini menggunakan metode kualitatif agar lebih mudah. 
Metode ini secara langsung menunjukkan sifat hubungan antara peneliti dan sumber 
informasi. Metode ini lebih sensitif dan menyesuaikan dengan banyak pengaruh 
umum dari model nilai. Teori yang digunakan adalah menggunakan teori 
modernisasi dan teori sistem dunia, Perubahan masalah adalah perubahan yang 
biasanya menyertai pekerjaan modernisasi, dan metode penelitian yang digunakan 
adalah kualitatif. Hasil pembahasan dari penelitian ini adalah dengan memberikan 
penjelasan detail dan bagaimana proses pencegahannya di masa pandemi covid-19, 
terkait dengan kejahatan yang terjadi karena proses modernisasi, dan jenis-jenis 
kejahatan nasional yang berkembang saat ini di era globalisasi dan masih pandemi 
yang terjadi di belahan dunia, terutama di Indonesia.",3,,0
90,Peningkatan Komponen Gizi Pada Mie dengan Penambahan Tepung Tempe dan Ekstrak Wortel,"Mie terbuat dari tepung terigu, mengandung karbohidrat tinggi dibandingkan lemak maupun protein, sehingga diperlukan substitusi tepung tempe dan ekstrak wortel pada proses pembuatannya. Penelitian ini bertujuan untuk mengatahui nilai gizi pada mie kering tersubstitusi tepung tempe dan ekstrak wortel, meliputi kadar abu, serat, karbohidrat, lemak, protein, air dan kalori. Penelitian ini merupakan penelitian eksperimental. Analisis proksimat kandungan gizi yang terdapat pada mie kontrol dan mie substitusi/perlakukan meliputi penentuan kadar air, abu, serat kasar, protein, lemak, karbohidrat dan kalori yang ada pada keempat macam mie yang telah dibuat dengan substitusi tepung tempe dan ekstrak wortel dalam beberapa formulasi. Analisis data hasil penelitian dilakukan dengan menggunakan SPSS. Pada penelitian ini terdapat 4 jenis komposisi mie, yaitu kontrol (Mie I) dan mie subtitusi dengan perbandingan tepung terigu, tepung tempe dan ekstrak wortel secara berurut yaitu 50:30:20 (Mie II); 50:25:25 (Mie III); dan 50:20:30 (Mie IV). Rerata data masing-masing parameter dianalisis menggunakan SPSS. Hasil penelitian menyatakan bahwa mie subtitusi memberikan penurunan pada karbohidrat dan kenaikan terhadap kadar protein, lemak, serat kasar, serta abu. Mie yang memberikan komponen gizi terbaik adalah mie III dengan kadar air (10,58 %), abu (2,99 %), protein (24,22 %), lemak (12,16 %), karbohidrat (50,63%), serat kasar (7,66 %) dan 408,89 kalori.",3,,1
91,Karakterisasi Kimia dan Sensori Cookies Non-Gluten dengan Subtitusi Tepung Tulang Ikan Tongkol (Euthynnus affinis) Sebagai Alternatif Makanan Ringan Penderita Celiac,"Celiac merupakan salah satu penyakit yang membuat penderitanya tidak dapat mencerna makanan yang mengandung gluten. Penderita Celiac mengganti dengan bahan non-gluten, tetapi pilihan menu yang tersedia masih terbatas, terutama makanan ringan. Dalam penelitian ini, makanan ringan dalam bentuk cookies diformulasikan dari tepung singkong termodifikasi berbasis lokal dan tepung tulang ikan tongkol (Euthynnus affinis). Tujuan penelitian ini adalah menganalisis karakterisasi secara kimia dan sensori cookies non-gluten dengan subtitusi tepung tulang ikan tongkol. Jenis penelitian yang dilakukan adalah metode eksperimental dengan dua perlakuan, yaitu cookies non-gluten kontrol dan cookies non-gluten dengan subtitisi tepung tulang ikan tongkol yang berperan sebagai subyek penelitian. Kedua cookies non-gluten diuji kimia secara proksimat yang dianalisis menggunakan one-way Anova dan uji sensori menggunakan uji hedonik oleh panelis tidak terlatih. Sebanyak 6% tepung tulang ikan tongkol yang ditambahkan pada cookies non-gluten memberikan kadar abu, protein, dan lemak yang lebih tinggi, namun kadar air dan karbohidrat yang lebih rendah dibandingkan cookies non-gluten kontrol. Hasil sensori menunjukkan bahwa cookies non-gluten dengan penambahan tepung tulang ikan tongkol memiliki tingkat penerimaan paling tinggi berturut-turut, yaitu warna, tekstur, aroma, keseluruhan, dan rasa. Sehingga, cookies non-gluten dengan subtitusi tepung tulang ikan tongkol dapat menjadi makanan ringan alternatif bagi penderita Celiac. Lebih lanjut, pemanfaatan singkong sebagai bahan baku utama merupakan salah satu upaya dalam mengatasi ketergantungan impor gandum, serta subtitusi tepung tulang ikan tongkol menjadi bentuk olahan hasil samping perikanan.",2,,1
92,Sistem Keamanan Siber dan Kedaulatan Data di Indonesia dalam Perspektif Ekonomi Politik (Studi Kasus Perlindungan Data Pribadi) [Cyber Security System and Data Sovereignty in Indonesia in Political Economic Perspective],"Sistem keamanan siber dan kedaulatan data merupakan pondasi dalam mewujudkan perlindungan data pribadi. Perkembangan teknologi menempatkan data menjadi sesuatu komoditi yang sangat bernilai. Dalam aspek ekonomi politik, kedaulatan data suatu negara dihadapkan pada posisi negara dengan sektor swasta dalam konteks global. Peran negara utamanya adalah untuk menghasilkan regulasi perlindungan data siber dan keamanan siber. Jaminan perlindungan data pribadi merupakan hak warga negara yang membutuhkan kapasitas dan kapabilitas warga negara. Pendekatan berbasis state centered seringkali digunakan dalam pembangunan keamanan siber. Akan tetapi, tanpa pendekatan yang bersifat people centered akan sulit untuk mewujudkan perlindungan dan proteksi bagi warga negara terkait data pribadinya yang sangat bernilai. Untuk itu, penelitian ini akan melihat bagaimana pembangunan kapasitas dan kapabilitas warga negara diperlukan dalam pembangunan keamanan siber dan kedaulatan data terkait perlindungan data pribadi di Indonesia. Penulis memilih metode penelitian kualitatif untuk mempermudah pengumpulan data yang didapatkan lewat buku, artikel jurnal, media daring, dan sumber-sumber lainnya. Hasil penelitian menunjukkan bahwa dominasi pendekatan negara yang bersifat state centered dalam pembangunan keamanan siber belum mewujudkan kedaulatan data secara nasional, juga proteksi perlindungan data pribadi masing-masing warga negara. Pembangunan kapasitas dan kapabilitas warga negara sangat diperlukan untuk melindungi data-data pribadinya di ruang siber.",0,,
93,Peran Cyber Security Terhadap Keamanan Data Penduduk Negara Indonesia (Studi Kasus : Hacker Bjorka),"Seiring dengan meningkatnya permasalahan cyber crime di Indonesia, keamanan fakta di komunitas internet juga masih ditentukan. sampai saat ini, terkait dengan perlindungan online, virtual non-public community (VPN) dan The Onion Router (TOR) adalah alat yang sangat efektif. Namun muncul fenomena di mana setiap teknologi dapat disalahgunakan melalui penjahat cyber untuk melakukan serangan cyber, dengan tujuan bahwa mereka mungkin sulit dilacak melalui pihak berwenang ketika mereka melakukan tindakannya. Berdasarkan kajian dan analisis yang dilakukan melalui DAKA Advisori, kerugian yang diperkirakan akibat cybercrime di Indonesia adalah USD 895 miliar, yang berarti mencapai 1,20% dari total kerugian yang diperkirakan akibat cybercrime global, yaitu USD 71, 620 miliar. Meski situasi di Indonesia masih rendah dan lemahnya perlindungan siber, itulah yang mendorong banyaknya peretasan data manusia laki-laki atau perempuan, termasuk alamat, bukti identitas ke kartu debit pembeli lembaga keuangan. Beberapa waktu lalu, seseorang bernama Bjorka kembali menjadi perbincangan dan sempat menghebohkan dunia internet hingga publik Indonesia. Isu-isu seperti ini menunjukkan bahwa keamanan Indonesia belum siap menghadapi ancaman cyber protection. Alasan penelitian ini adalah untuk mendapatkan gambaran tentang kebijakan keamanan siber kontemporer di Indonesia dan penempatan keamanan siber di Indonesia serta tantangannya. Pemberlakuan BSSN tersebut memandang bahwa bidang perlindungan siber merupakan salah satu bidang dalam pemerintahan yang harus didukung dan direkomendasikan sebagai cara yang baik untuk mewujudkan keamanan nasional, menggenjot pembangunan moneter, memastikan penerapan peraturan presiden dan aplikasi dalam keamanan siber. Bahaya yang dapat menjadi tantangan bagi lokasi internasional di dunia internasional saat ini adalah invasi yang terjadi di dunia maya yang merupakan hasil akhir dari ledakan generasi pertukaran data dan verbal. Ancaman-ancaman yang masuk ke dunia maya internasional saat ini, yang tetap panjang dan besar, akhirnya menjadi pertaruhan besar bagi keamanan dan kedaulatan negara Indonesia.",0,,
94,Uji Ekstrak Daun Cemcem dalam Menghambat Pertumbuhan Bakteri Phorphyromonas gingivalis,"Cemcem atau Spondias pinnata (L.f) Kurz merupakan obat tradisional yang sering digunakan oleh masyarakat Bali. Beberapa penelitian menunjukkan bahwa ekstrak daun Cemcem memiliki aktivitas antibakteri. Periodontitis merupakan penyakit gigi dan mulut yang banyak diderita masyarakat Indonesia. Salah satu penyebab periodontitis adalah P. gingivalis. Tujuan penelitian ini adalah untuk mendeteksi kandungan senyawa bioaktif dan daya hambat ekstrak etanol daun Cemcem terhadap pertumbuhan P. gingivalis. Ekstraksi daun Cemcem dilakukan dengan teknik maserasi menggunakan pelarut etanol 96%. Untuk mendeteksi kandungan senyawa bioaktif dilakukan uji fitokimia terhadap senyawa alkaloid, flavonoid, terpenoid, steroid, dan tanin. Uji daya hambat ekstrak etanol daun Cemcem dilakukan menggunakan metode difusi cakram dengan kontrol positif yaitu khlorheksidin 2%, kontrol negatif yaitu etanol, serta dua konsentrasi ekstrak yaitu 60% dan 80%. Hasil penelitian menunjukkan bahwa ekstrak etanol daun Cemcem mengandung senyawa bioaktif yaitu alkaloid, flavonoid, steroid, dan tannin. Zona hambat yang terbentuk memiliki perbedaan bermakna antara ketiga perlakuan dan masuk dalam kategori kuat. Berdasarkan hasil penelitian ekstrak etanol daun Cemcem berpotensi sebagai obat herbal untuk periodontitis.",2,,1
95,IMPLEMENTASI SISTEM PENGAMANAN INFORMASI DALAM APLIKASI INAPORTNET UNTUK MARITIME CYBER SECURITY,"Perkembangan teknologi informasi dan komunikasi telah mempengaruhi domain maritim. Perkembangan ini telah membawa ancaman baru dalam domain maritim yaitu ancaman cyber. Inaportnet merupakan salah satu pemanfaatan teknologi informasi dan komunikasi dalam domain maritim yang dilakukan oleh Kementerian Perhubungan. Inaportnet merupakan portal elektronik berbasis internet yang mampu mengintegrasikan seluruh sistem informasi pemangku kepentingan yang ada di pelabuhan. Ancaman cyber dalam aplikasi Inaportnet dapat dicegah apabila mempunyai sistem pengamanan informasi yang kuat. Tujuan dari penelitian ini yaitu menjelaskan mekanisme sistem pengamanan informasi dalam aplikasi Inaportnet dan memahami aspek pendukung dan penghambat dalam sistem pengamanan informasi di aplikasi Inapornet untuk melindungi informasi dari ancaman cyber. Metode penelitian yang digunakan adalah kualitatif eksploratif yaitu untuk mengungkapkan alasan tertentu mengapa informasi tersebut terjadi. Sedangkan pengolahan data untuk memeriksa keabsahan data menggunakan software NVivo, serta analisa data menggunakan teknik Soft System Methodology (SSM) untuk menghasilkan hasil analisa yang lebih mendalam, serta hasil pemikiran dan analisa yang lebih terstruktur. Hasil yang didapat adalah implementasi keamanan informasi dalam aplikasi Inaportnet belum berjalan dengan baik. Walaupun secara sistem teknologi sudah memenuhi namun aspek lain yaitu kesadaran untuk keamanan informasi masih kurang, hal ini berdasarkan temuan di lapangan. Inaportnet masih belum mempunyai Information Security Handbook, padahal buku ini diperlukan untuk banyak hal yang mendukung sistem keamanan informasi Inaportnet. Inaportnet juga belum mempunyai jadwal rutin untuk melakukan penetration test dan patch. Oleh karena itu, sebagai pemegang kebijakan aplikasi Inaportnet Direktorat Jenderal Perhubungan Laut perlu untuk membuat Inaportnet information security handbook agar sistem keamanan informasinya tidak hanya baik di teknologinya saja, namun juga baik secara manajemen antar stakeholder dan cyber security awareness di tingkat individunya.",0,,
96,Deteksi Pelanggaran Lampu Lalu Lintas Berdasarkan Sensor Visual,"Peningkatan jumlah pengendara yang pesat berefek pada masalah pelanggaran lalu lintas yang menimbulkan banyak korban. Untuk mengurangi masalah pelanggaran lalu lintas tersebut, dibutuhkan sistem pendeteksi pelanggaran yang dapat mempermudah petugas dalam memantau terjadinya pelanggaran di persimpangan lampu lalu lintas. Penelitian ini bertujuan mengembangkan dan mengevaluasi sistem deteksi pelanggaran pada simpang lampu lalu lintas menggunakan sensor visual. Sistem dirancang dengan melalui tiga tahapan yaitu deteksi lampu hijau, deteksi kendaraan dan deteksi jumlah pelanggaran. Pada tahap pertama yaitu deteksi lampu hijau digunakan filter warna HSL yang akan mendeteksi lampu hijau lalu lintas. Untuk mendeteksi kendaraan digunakan metode background substraction, morphology filer dan blob detection. Tahapan terakhir adalah mendeteksi jumlah pelanggaran yang ditentukan dengan penentuan garis virtual yang ditempatkan di atas zebra cross. Pada tahap ini, pelanggaran ditentukan oleh pengendara yang melewati atau berada di atas garis virtual. Sistem diimplementasikan menggunakan video hasil rekaman di beberapa simpang lalu lintas. Hasil evaluasi pengujian menunjukkan bahwa sistem deteksi pelanggaran yang telah dikembangkan telah berhasil mendeteksi pelanggaran lalu lintas dengan tingkat kesalahan rata-rata sebesar 1,1%. Sistem telah berhasil mendeteksi lampu lalu lintas menggunakan filter warna HSL.",0,,
97,Aplikasi Pengolahan Sinyal Suara pada Teknologi Kecerdasan Buatan,"Dalam konsep Kecerdasan Buatan (Artificial Intellegence), mesin dibuat untuk bisa bekerja dan berperilaku seperti manusia dengan menerapkan prinsip bahwa setiap aspek kecerdasan dapat dipelajari dan diwujudkan dalam suatu sistem. Salah satu alat komunikasi penting yang ada pada manusia adalah dengan menggunakan suara manusia atau ucapan untuk berbicara atau berkomunikasi dengan lawan bicaranya.. Pada suara manusia agar dapat dipelajari dan diwujudkan dalam suatu system, maka sinyal suara manusia perlu diolah dan diekstraksi menjadi parameter-parameter suara manusia. Karakter suara manusia yang unik dan beragam bila diolah dan diekstraksi akan memiliki parameter-parameter yang unik dan beragam pula. Ada beberapa aplikasi berbasis kecerdasan buatan yang mendukung system alat bicara ini diantaranya sistem Pengenal Ucapan (Speech Recognition) dan system Pengenal Pengucap/Pembicara (Speaker Recognition). Salah satu metoda yang akan diteliti dalam paper ini adalah metoda LPC (Linear Predictive Coding). Dengan metoda LPC maka akan dihasilkan parameter-parameter suara manusia sesuai dengan bentuk kata yang diucapkan dari beragam pembicara yang berlainan. Parameter-parameter suara manusia tersebut dapat dipelajari dan diwujudkan dalam suatu system Pengenal Ucapan sehingga dapat digunakan untuk alat kontrol atau mengendalikan suatu perangkat, misalnya perintah menghidupkan atau mematikan peralatan elektronik dan perintah-perintah lainnya. Aplikasi lainnya adalah system Pengenal Pembicara yang dapat digunakan untuk alat identifikasi pengguna, misalnya pada sistem password untuk membukanya menggunakan suara pengguna yaitu dengan cara mempelajari parameter-parameter suara pengguna yang unik sehingga system password dapat mengenalinya dan dapat membuka password.",0,,
98,PENDEKATAN ANN (ARTIFICIAL NEURAL NETWORK) UNTUK PENENTUAN PROSENTASE BOBOT PEKERJAAN DAN ESTIMASI NILAI PEKERJAAN STRUKTUR PADA RUMAH SAKIT PRATAMA,"Pengambilan keputusan dalam estimasi biaya dalam proses perancangan bangunan memiliki peranan penting. Oleh sebab itu kebutuhan akan alat estimasi baik dari sisi desain perencanaan maupun manajemen proyek perlu dikembangkan. Makalah ini membahas manfaat metodologi jaringan syaraf tiruan (Artificial Neural Network) untuk mengatasi masalah estimasi biaya nilai pekerjaan struktural pada tahap proses perancangan bangunan. Nilai pekerjaan struktural sendiri memiliki alokasi yang cukup besar dari total kontrak dan merupakan item pekerjaan yang cukup penting dalam suatu pekerjaan konstruksi bangunan. Data terkait nilai pekerjaan struktural dan desain item pekerjaan dari 8 proyek digunakan untuk pelatihan dan pengujian Metode Artificial Neural Network (ANN) dengan tujuh variabel desain digunakan dalam memprakirakan nilai biaya pekerjaan struktural dari bangunan Rumah Sakit Pratama pada daerah terpencil di Indonesia. Dari simulasi ANN diperoleh persamaan empiris terbaik untuk prakiraan harga kontrak gedung rumah sakit pada tahap perencanaan dengan struktur ANN terbaik 7-9-1 (7 variabel input, 1 hidden layer dengan 9 neuron dan 1 output) dengan hasil akurasi estimasi biaya rata – rata 96.51% tercapai.",0,,1
99,Implementasi Algoritma Artificial Neural Network Dalam Pembuatan Chatbot Menggunakan Pendekatan Natural Language Processing,"Perkembangan kecerdasan buatan telah dimanfaatkan dalam berbagai bidang, salah satunya adalah bidang hukum. Hukum di Indonesia memiliki banyak peraturan perundang-undangan yang membuat masyarakat kesulitan dalam mencari dan mengetahui peraturan yang ada. Oleh sebab itu, dibutuhkan sebuah aplikasi bernama “Peraturanku” yang dapat memudahkan masyarakat dalam mencari informasi mengenai peraturan perundang-undangan. Aplikasi dilengkapi dengan fitur chatbot yang merupakan penerapan dari kecerdasan buatan. Chatbot merupakan teknologi yang mengolah masukan berupa teks dan kemudian menghasilkan kata kunci untuk memberikan respon atau jawaban. Penggunaan chatbot dapat memudahkan pengguna dalam berkomunikasi dan mendapatkan informasi mengenai pertanyaan seputar peraturan yang ada pada aplikasi. Dalam penelitian ini akan dilakukan analisis terhadap pembangunan chatbot menggunakan algoritma Machine Learning yaitu Artificial Neural Network dan pendekatan Natural Language Processing. Tahapan yang akan dilakukan adalah pengumpulan dataset, text preprocessing dan pengklasifikasian data. Tahapan text preprocessing akan diolah menggunakan pendekatan Natural Language Processing, dimana hasilnya akan digunakan dalam proses pelatihan data menggunakan algoritma Artificial Neural Network untuk menghasilkan model chatbot. Model kemudian diuji dengan menggunakan 35 percakapan yang berbeda dan berhasil menjawab tepat sebanyak 33 percakapan dan mendapatkan tingkat akurasi tinggi sebesar 94,28% dan kesalahan 5,71%. Model chatbot tersebut kemudian disimpan ke dalam file dengan format TensorFlow Lite untuk digunakan dalam aplikasi “Peraturanku”.",0,,
100,Klasifikasi penderita kanker Paru Paru Menggunakan Algoritma Artificial Neural Network (ANN),"Kanker adalah penyakit yang disebabkan oleh perubahan sel yang menyebabkan pertumbuhan dan pembelahan sel tidak terkendali. kasus kanker paru di Indonesia mencapai 8,6% atau 30.023 kasus dengan angka kematian 12,6%. atau 26.095 kematian akibat kanker paru-paru. Kecerdasan Buatan membuat mesin mampu secara cerdas menjawab pertanyaan saat ini di bidang teknik yang sangat luas salah satunya bidang medis. Jaringan saraf tiruan adalah cabang dari kecerdasan buatan (artificial intelligence) yang cara kerjanya meniru aktivitas saraf otak manusia. Dengan cara ini, Artificial Neural network memberikan program komputer kemampuan untuk mengenali pola dan memecahkan masalah. Artificial Neural network juga termasuk dalam algoritma klasifikasi dan digunakan dalam penelitian. Pengklasifikasian pada penelitian penderita kanker paru menghasil akurasi training 92.79% dengan presisi 86.98% dan akurasi testing sebesar 95.12% dengan presisi 90.23%.",0,,
